epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,val_loss,val_accuracy,val_perplexity,model_type,encoding,k_value,total_param_l2_norm
0,892,2.3084652423858643,1.0249027013778687,10.058974266052246,0.001,2.2907800674438477,1.0351998805999756,9.882643699645996,transformer,embedding,3,523.4912687689066
1,1784,2.290217399597168,1.019205093383789,9.877084732055664,0.001,2.2899551391601562,1.0262151956558228,9.874494552612305,transformer,embedding,3,517.913480758667
2,2676,2.2888569831848145,1.019205093383789,9.863656997680664,0.001,2.288490056991577,1.0117522478103638,9.860038757324219,transformer,embedding,3,514.1638229340315
3,3568,2.3207345008850098,0.978007435798645,10.183151245117188,0.001,2.287910223007202,1.0259960889816284,9.85432243347168,transformer,embedding,3,517.5912017375231
4,4460,2.287799119949341,1.0365169048309326,9.853227615356445,0.001,2.288097620010376,1.0444035530090332,9.856169700622559,transformer,embedding,3,506.7051889747381
5,5352,2.28775954246521,1.0511990785598755,9.852838516235352,0.001,2.287686824798584,1.0369529724121094,9.852121353149414,transformer,embedding,3,506.6199140250683
6,6244,2.2876389026641846,1.0069334506988525,9.851649284362793,0.001,2.2876193523406982,1.0275300741195679,9.851456642150879,transformer,embedding,3,497.4706802070141
7,7136,2.2875802516937256,1.0509799718856812,9.85107135772705,0.001,2.287600040435791,1.0148200988769531,9.851266860961914,transformer,embedding,3,485.87406677007675
8,8028,2.2875499725341797,1.0316959619522095,9.850773811340332,0.001,2.2875607013702393,1.0135053396224976,9.850878715515137,transformer,embedding,3,472.8442689180374
9,8920,2.28751277923584,1.0411187410354614,9.850406646728516,0.001,2.287531614303589,1.0143818855285645,9.850592613220215,transformer,embedding,3,460.1014213562012
10,9812,2.2875194549560547,1.0536096096038818,9.850472450256348,0.001,2.287553071975708,1.0117522478103638,9.850804328918457,transformer,embedding,3,448.7187782227993
11,10704,2.2875213623046875,1.0435292720794678,9.850491523742676,0.001,NaN,NaN,NaN,transformer,embedding,3,435.78166219592094
12,11596,2.287506103515625,1.0316959619522095,9.850340843200684,0.001,2.287501573562622,1.0202986001968384,9.850296974182129,transformer,embedding,3,422.8582330942154
