epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,val_loss,val_accuracy,val_perplexity,model_type,encoding,k_value,total_param_l2_norm
0,45,2.616384506225586,0.8370951414108276,13.686151504516602,0.001,2.3016300201416016,1.0326390266418457,9.990453720092773,transformer,embedding,3,531.7281708866358
1,90,2.300492763519287,1.1526492834091187,9.979098320007324,0.001,2.301828622817993,1.0315152406692505,9.992438316345215,transformer,embedding,3,531.235678948462
2,135,2.2997360229492188,1.0211684703826904,9.971549987792969,0.001,2.2993664741516113,1.0294923782348633,9.967865943908691,transformer,embedding,3,530.6748625338078
3,180,2.296712875366211,1.0956742763519287,9.941450119018555,0.001,2.297348737716675,1.0273572206497192,9.947772979736328,transformer,embedding,3,530.9870213791728
4,225,2.2904815673828125,1.3805495500564575,9.879693984985352,0.001,2.302412986755371,1.0172432661056519,9.998278617858887,transformer,embedding,3,533.5408556014299
5,270,2.2726309299468994,1.9020905494689941,9.704899787902832,0.001,2.3136239051818848,1.0151081085205078,10.111000061035156,transformer,embedding,3,538.0979857966304
6,315,2.242668867111206,2.8093087673187256,9.418434143066406,0.001,2.3366644382476807,0.9936439394950867,10.346667289733887,transformer,embedding,3,543.5761419534683
7,360,2.2004506587982178,3.84362530708313,9.029081344604492,0.001,2.3666579723358154,1.0208393335342407,10.661701202392578,transformer,embedding,3,549.7680879682302
8,405,2.140159845352173,5.316211700439453,8.5007963180542,0.001,2.419173240661621,1.060733437538147,11.236565589904785,transformer,embedding,3,557.8645722121
9,450,2.056288957595825,7.774904727935791,7.816906929016113,0.001,2.4730732440948486,1.1287219524383545,11.85883617401123,transformer,embedding,3,567.8485006019473
10,495,1.9370591640472412,11.75001049041748,6.938316345214844,0.001,2.5293526649475098,1.24851655960083,12.545382499694824,transformer,embedding,3,579.6811344474554
11,540,1.7687010765075684,17.986589431762695,5.863232612609863,0.001,NaN,NaN,NaN,transformer,embedding,3,592.4427154287696
12,585,1.540346622467041,28.07117462158203,4.666207313537598,0.001,2.7586679458618164,1.5813794136047363,15.778810501098633,transformer,embedding,3,605.2161217555404
