epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,val_loss,val_accuracy,val_perplexity,model_type,encoding,k_value
0,6,4.490929126739502,0.0,89.20429229736328,0.0006,2.6616780757904053,0.0,14.32029914855957,transformer,embedding,2
1,12,2.4823122024536133,0.8147361278533936,11.968907356262207,0.001,2.3385508060455322,0.9413908123970032,10.366203308105469,transformer,embedding,2
2,18,2.3292558193206787,1.062699317932129,10.270296096801758,0.001,2.311084508895874,1.0324931144714355,10.085356712341309,transformer,embedding,2
3,24,2.3113038539886475,1.0981225967407227,10.087569236755371,0.001,2.3077690601348877,0.8806559443473816,10.051974296569824,transformer,embedding,2
4,30,2.3031256198883057,0.9918526411056519,10.005406379699707,0.001,2.309950590133667,0.9110233783721924,10.07392692565918,transformer,embedding,2
5,36,2.3001787662506104,1.3815090656280518,9.97596549987793,0.001,2.3116660118103027,0.956574559211731,10.091222763061523,transformer,embedding,2
6,42,2.2998745441436768,1.629472255706787,9.972930908203125,0.001,2.3075947761535645,0.9262071251869202,10.050222396850586,transformer,embedding,2
7,48,2.2955105304718018,1.275239109992981,9.92950439453125,0.001,2.3309690952301025,0.6680837869644165,10.287906646728516,transformer,embedding,2
8,54,2.2969586849212646,0.9210060238838196,9.943893432617188,0.001,2.3044631481170654,0.8047373294830322,10.018797874450684,transformer,embedding,2
9,60,2.2980093955993652,1.3106623888015747,9.954347610473633,0.001,2.304790496826172,0.9110233783721924,10.022078514099121,transformer,embedding,2
10,66,2.299525499343872,1.1689691543579102,9.969450950622559,0.001,2.3084821701049805,1.047676920890808,10.059144973754883,transformer,embedding,2
11,72,2.2973318099975586,1.3815090656280518,9.94760513305664,0.001,2.303894281387329,0.8958396315574646,10.013100624084473,transformer,embedding,2
12,78,2.2971439361572266,0.9918526411056519,9.945735931396484,0.001,2.305211305618286,0.9110233783721924,10.026296615600586,transformer,embedding,2
13,84,2.298060417175293,1.275239109992981,9.954855918884277,0.001,2.3049559593200684,1.0173094272613525,10.023736953735352,transformer,embedding,2
14,90,2.2959296703338623,1.2398158311843872,9.933667182922363,0.001,2.3036391735076904,0.8806559443473816,10.010546684265137,transformer,embedding,2
15,96,2.3009133338928223,1.3106623888015747,9.983296394348145,0.001,2.3097074031829834,0.8806559443473816,10.071476936340332,transformer,embedding,2
16,102,2.294196844100952,1.2398158311843872,9.916468620300293,0.001,2.308072805404663,0.8199210166931152,10.055027961730957,transformer,embedding,2
17,108,2.2938458919525146,1.2398158311843872,9.912988662719727,0.001,2.306868553161621,0.971758246421814,10.042926788330078,transformer,embedding,2
18,114,2.2907721996307373,1.1689691543579102,9.882566452026367,0.001,2.313079833984375,0.9262071251869202,10.105500221252441,transformer,embedding,2
19,120,2.2867512702941895,1.5940488576889038,9.84290885925293,0.001,2.3181772232055664,0.8199210166931152,10.157143592834473,transformer,embedding,2
20,126,2.2891223430633545,1.629472255706787,9.8662748336792,0.001,2.3066489696502686,0.8047373294830322,10.040721893310547,transformer,embedding,2
21,132,2.297490119934082,1.275239109992981,9.949179649353027,0.001,2.3039140701293945,0.9869419932365417,10.013298988342285,transformer,embedding,2
22,138,2.292762517929077,1.0981225967407227,9.902255058288574,0.001,2.3118736743927,0.8806559443473816,10.093318939208984,transformer,embedding,2
23,144,2.293203830718994,1.062699317932129,9.906625747680664,0.001,2.3100168704986572,1.0021257400512695,10.074594497680664,transformer,embedding,2
24,150,2.286252021789551,1.487778902053833,9.837995529174805,0.001,2.310818672180176,0.8047373294830322,10.08267593383789,transformer,embedding,2
25,156,2.2980246543884277,1.346085786819458,9.954499244689941,0.001,2.311189889907837,0.9262071251869202,10.086419105529785,transformer,embedding,2
26,162,2.290297031402588,1.275239109992981,9.8778715133667,0.001,2.3101112842559814,0.6984512805938721,10.075546264648438,transformer,embedding,2
27,168,2.2600297927856445,1.9837052822113037,9.583374977111816,0.001,2.325467348098755,0.7743698954582214,10.231460571289062,transformer,embedding,2
28,174,2.226418972015381,2.833864688873291,9.266622543334961,0.001,2.659299612045288,0.3947767913341522,14.286279678344727,transformer,embedding,2
29,180,2.265143394470215,3.258944272994995,9.632505416870117,0.001,2.35036301612854,0.6377163529396057,10.48937702178955,transformer,embedding,2
30,186,2.2578654289245605,1.771165370941162,9.562655448913574,0.001,2.395242214202881,0.6832675337791443,10.970854759216309,transformer,embedding,2
31,192,2.174297332763672,5.4551897048950195,8.796002388000488,0.001,2.9004523754119873,0.5010628700256348,18.182369232177734,transformer,embedding,2
32,198,2.722282648086548,2.7984414100646973,15.21501350402832,0.001,2.3301634788513184,0.8502885103225708,10.279622077941895,transformer,embedding,2
33,204,2.282094955444336,1.8420120477676392,9.797183990478516,0.001,2.3239006996154785,0.7591861486434937,10.21544361114502,transformer,embedding,2
34,210,2.281066656112671,1.94828200340271,9.787114143371582,0.001,2.3261094093322754,0.8502885103225708,10.238032341003418,transformer,embedding,2
35,216,2.268467426300049,1.771165370941162,9.66457748413086,0.001,2.3423094749450684,0.8502885103225708,10.40523910522461,transformer,embedding,2
36,222,2.2764666080474854,2.7275946140289307,9.742196083068848,0.001,2.3388290405273438,0.6984512805938721,10.369087219238281,transformer,embedding,2
37,228,2.2544422149658203,2.975557804107666,9.529975891113281,0.001,2.3642985820770264,0.5769814848899841,10.636575698852539,transformer,embedding,2
38,234,2.209362030029297,3.2235209941864014,9.109902381896973,0.001,2.4609293937683105,0.5921651721000671,11.71569538116455,transformer,embedding,2
39,240,2.223991870880127,4.073680400848389,9.244158744812012,0.001,2.377079963684082,0.7288187146186829,10.773398399353027,transformer,embedding,2
40,246,2.25009822845459,2.515054941177368,9.488667488098145,0.001,2.4061050415039062,0.6225326657295227,11.090679168701172,transformer,embedding,2
41,252,2.2262487411499023,2.9047112464904785,9.265045166015625,0.001,2.3661577701568604,0.8958396315574646,10.65636920928955,transformer,embedding,2
42,258,2.2179815769195557,4.038257122039795,9.188765525817871,0.001,2.439589023590088,0.5162465572357178,11.468326568603516,transformer,embedding,2
43,264,2.163292407989502,4.498760223388672,8.69973373413086,0.001,2.4622414112091064,0.4099605083465576,11.73107624053955,transformer,embedding,2
44,270,2.106238842010498,5.915692329406738,8.217276573181152,0.001,2.6708719730377197,0.2429395616054535,14.452566146850586,transformer,embedding,2
45,276,2.0293421745300293,8.855827331542969,7.609079360961914,0.001,2.718427896499634,0.30367445945739746,15.156476020812988,transformer,embedding,2
46,282,1.9379745721817017,10.910379409790039,6.944670677185059,0.001,2.8716819286346436,0.33404189348220825,17.66670799255371,transformer,embedding,2
47,288,1.869110345840454,12.64612102508545,6.482526779174805,0.001,2.76125431060791,0.5010628700256348,15.819673538208008,transformer,embedding,2
48,294,1.790808916091919,15.26744556427002,5.994299411773682,0.001,2.9965527057647705,0.34922564029693604,20.016414642333984,transformer,embedding,2
49,300,1.678525686264038,19.305702209472656,5.357651233673096,0.001,3.061657667160034,0.3947767913341522,21.362939834594727,transformer,embedding,2
50,306,1.5657548904418945,23.662769317626953,4.7862868309021,0.001,3.1063554286956787,0.3795930743217468,22.3394775390625,transformer,embedding,2
51,312,1.4379799365997314,29.861848831176758,4.2121782302856445,0.001,3.1637959480285645,0.5010628700256348,23.66023826599121,transformer,embedding,2
52,318,1.3103318214416504,37.19447326660156,3.7074036598205566,0.001,3.2010817527770996,0.31885817646980286,24.55908203125,transformer,embedding,2
53,324,1.1924431324005127,42.366275787353516,3.295121908187866,0.001,3.266873598098755,0.34922564029693604,26.22920799255371,transformer,embedding,2
