epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,val_loss,val_accuracy,val_perplexity,model_type,encoding,k_value,total_param_l2_norm
0,10,3.576680898666382,0.0,35.754669189453125,0.001,2.423142910003662,0.0,11.281259536743164,transformer,embedding,2,525.2647406309843
1,20,2.354781150817871,0.7865645885467529,10.535822868347168,0.001,2.316566228866577,0.8926673531532288,10.140792846679688,transformer,embedding,2,528.178137589246
2,30,2.311424732208252,0.956632673740387,10.088788032531738,0.001,2.3045833110809326,0.8076514005661011,10.020002365112305,transformer,embedding,2,529.9214675500989
3,40,2.3052470684051514,0.8503401279449463,10.026655197143555,0.001,2.3065948486328125,0.7651434540748596,10.040178298950195,transformer,embedding,2,530.6084914952517
4,50,2.300570249557495,1.0629252195358276,9.97987174987793,0.001,2.304030656814575,0.8714133501052856,10.014466285705566,transformer,embedding,2,530.8100832179189
5,60,2.2991678714752197,1.2542517185211182,9.965886116027832,0.001,2.3004403114318848,0.7438894510269165,9.978574752807617,transformer,embedding,2,530.8264677301049
6,70,2.2953457832336426,1.2967686653137207,9.927867889404297,0.001,2.3033337593078613,0.6801275014877319,10.007489204406738,transformer,embedding,2,530.8227513879538
7,80,2.294506072998047,1.084183692932129,9.919535636901855,0.001,2.3060801029205322,0.5100956559181213,10.035011291503906,transformer,embedding,2,530.8861083388329
8,90,2.2903571128845215,1.3180272579193115,9.878464698791504,0.001,2.304304599761963,0.6163655519485474,10.017210006713867,transformer,embedding,2,531.0992866456509
9,100,2.2889606952667236,1.615646243095398,9.864680290222168,0.001,2.322375774383545,0.4675876498222351,10.199877738952637,transformer,embedding,2,531.5745707973838
10,110,2.27816104888916,1.9770407676696777,9.758718490600586,0.001,2.3316783905029297,0.5313495993614197,10.295206069946289,transformer,embedding,2,532.3984273523092
11,120,2.2463881969451904,3.231292486190796,9.453530311584473,0.001,NaN,NaN,NaN,transformer,embedding,2,533.6078892871737
12,130,2.184971809387207,4.464285850524902,8.890398025512695,0.001,2.4673197269439697,0.6588735580444336,11.790802001953125,transformer,embedding,2,535.3904212340713
13,140,2.094698429107666,8.886054039001465,8.122990608215332,0.001,NaN,NaN,NaN,transformer,embedding,2,537.3177690505981
14,150,1.9870120286941528,13.881802558898926,7.293707847595215,0.001,2.5704777240753174,1.1477152109146118,13.072068214416504,transformer,embedding,2,539.5068863928318
