epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,val_loss,val_accuracy,val_perplexity,model_type,encoding,k_value
0,90,2.436660051345825,0.9970635771751404,11.434784889221191,0.001,2.3043935298919678,1.026482105255127,10.01810073852539,transformer,embedding,3
1,180,2.2986161708831787,0.9948722124099731,9.960389137268066,0.001,2.3018674850463867,1.0265973806381226,9.992826461791992,transformer,embedding,3
2,270,2.2978408336639404,1.111013650894165,9.952670097351074,0.001,2.294362783432007,1.037092924118042,9.918113708496094,transformer,embedding,3
3,360,2.2951438426971436,1.0584213733673096,9.925863265991211,0.001,2.2956607341766357,1.0267127752304077,9.93099594116211,transformer,embedding,3
4,450,2.291563034057617,1.117587685585022,9.890384674072266,0.001,2.2956430912017822,1.0293654203414917,9.93082046508789,transformer,embedding,3
5,540,2.2833287715911865,1.533944010734558,9.809279441833496,0.001,2.3022446632385254,0.9891135692596436,9.996596336364746,transformer,embedding,3
6,630,2.2701375484466553,1.9130473136901855,9.680732727050781,0.001,2.307353973388672,0.9928042888641357,10.047802925109863,transformer,embedding,3
7,720,2.249727964401245,2.40390944480896,9.48515510559082,0.001,2.324075222015381,0.9961490035057068,10.2172269821167,transformer,embedding,3
8,810,2.2194666862487793,3.245387315750122,9.202422142028809,0.001,2.3516197204589844,1.0411297082901,10.502567291259766,transformer,embedding,3
9,900,2.171523332595825,4.564579010009766,8.771636009216309,0.001,2.394841432571411,1.1113686561584473,10.966459274291992,transformer,embedding,3
10,990,2.095780611038208,6.9684882164001465,8.131786346435547,0.001,2.4525322914123535,1.1990233659744263,11.617729187011719,transformer,embedding,3
11,1080,1.9916197061538696,10.395757675170898,7.327392578125,0.001,2.5219345092773438,1.326468586921692,12.45266342163086,transformer,embedding,3
12,1170,1.8510748147964478,15.418328285217285,6.366658687591553,0.001,NaN,NaN,NaN,transformer,embedding,3
13,1260,1.677000880241394,21.512468338012695,5.349488258361816,0.001,2.745572328567505,1.6330292224884033,15.573524475097656,transformer,embedding,3
14,1350,1.4775198698043823,29.830827713012695,4.382064342498779,0.001,NaN,NaN,NaN,transformer,embedding,3
15,1440,1.2611255645751953,38.63347625732422,3.5293917655944824,0.001,3.096430778503418,1.9236736297607422,22.11886215209961,transformer,embedding,3
16,1530,1.0442047119140625,48.0562744140625,2.8411381244659424,0.001,NaN,NaN,NaN,transformer,embedding,3
17,1620,0.8376577496528625,57.96335983276367,2.310947895050049,0.001,3.5686089992523193,2.13070011138916,35.46722412109375,transformer,embedding,3
18,1710,0.6505701541900635,66.80545043945312,1.9166332483291626,0.001,NaN,NaN,NaN,transformer,embedding,3
19,1800,0.5001218914985657,74.21440124511719,1.6489222049713135,0.001,NaN,NaN,NaN,transformer,embedding,3
20,1890,0.38333985209465027,80.07406616210938,1.4671765565872192,0.001,4.3678998947143555,2.3265390396118164,78.8778076171875,transformer,embedding,3
22,2070,0.2473326027393341,86.61962127685547,1.2806049585342407,0.001,NaN,NaN,NaN,transformer,embedding,3
23,2160,NaN,NaN,NaN,NaN,5.05894660949707,2.3722116947174072,157.4246063232422,transformer,embedding,3
24,2250,0.2021285593509674,88.49980163574219,1.2240053415298462,0.001,NaN,NaN,NaN,transformer,embedding,3
26,2430,0.18361088633537292,89.34127807617188,1.2015482187271118,0.001,NaN,NaN,NaN,transformer,embedding,3
27,2520,NaN,NaN,NaN,NaN,5.595263481140137,2.491814136505127,269.1485595703125,transformer,embedding,3
28,2610,0.17794807255268097,89.4135971069336,1.1947633028030396,0.001,NaN,NaN,NaN,transformer,embedding,3
30,2790,0.15677833557128906,90.48735809326172,1.1697362661361694,0.001,NaN,NaN,NaN,transformer,embedding,3
32,2970,NaN,NaN,NaN,NaN,5.919765472412109,2.506115674972534,372.3243713378906,transformer,embedding,3
33,3060,0.15796591341495514,90.27698516845703,1.1711262464523315,0.001,NaN,NaN,NaN,transformer,embedding,3
36,3330,0.13897503912448883,91.50633239746094,1.1490954160690308,0.001,NaN,NaN,NaN,transformer,embedding,3
38,3510,NaN,NaN,NaN,NaN,6.164508819580078,2.5670125484466553,475.5675048828125,transformer,embedding,3
39,3600,0.1335797756910324,91.74957275390625,1.1429123878479004,0.001,NaN,NaN,NaN,transformer,embedding,3
42,3870,0.1211872473359108,92.70938110351562,1.1288362741470337,0.001,NaN,NaN,NaN,transformer,embedding,3
45,4140,NaN,NaN,NaN,NaN,6.245444297790527,2.5971150398254395,515.6582641601562,transformer,embedding,3
46,4230,0.11188399791717529,93.23092651367188,1.1183831691741943,0.001,NaN,NaN,NaN,transformer,embedding,3
50,4590,0.10819758474826813,93.41719055175781,1.1142678260803223,0.001,NaN,NaN,NaN,transformer,embedding,3
53,4860,NaN,NaN,NaN,NaN,6.346255779266357,2.6660854816436768,570.3531494140625,transformer,embedding,3
55,5040,0.09652923047542572,94.03514862060547,1.101341724395752,0.001,NaN,NaN,NaN,transformer,embedding,3
60,5490,0.09823449701070786,93.83573150634766,1.1032214164733887,0.001,NaN,NaN,NaN,transformer,embedding,3
63,5760,NaN,NaN,NaN,NaN,6.471507549285889,2.6958417892456055,646.4575805664062,transformer,embedding,3
66,6030,0.08595119416713715,94.73419189453125,1.0897531509399414,0.001,NaN,NaN,NaN,transformer,embedding,3
72,6570,0.08659300953149796,94.69255065917969,1.090452790260315,0.001,NaN,NaN,NaN,transformer,embedding,3
75,6840,NaN,NaN,NaN,NaN,6.526772499084473,2.726059675216675,683.1896362304688,transformer,embedding,3
79,7200,0.08006114512681961,94.99714660644531,1.0833532810211182,0.001,NaN,NaN,NaN,transformer,embedding,3
86,7830,0.07551991939544678,95.32147216796875,1.0784447193145752,0.001,NaN,NaN,NaN,transformer,embedding,3
89,8100,NaN,NaN,NaN,NaN,6.519401550292969,2.775653839111328,678.1724243164062,transformer,embedding,3
94,8550,0.07213996350765228,95.6677017211914,1.074805736541748,0.001,NaN,NaN,NaN,transformer,embedding,3
103,9360,0.07138638198375702,95.5318374633789,1.0739960670471191,0.001,NaN,NaN,NaN,transformer,embedding,3
106,9630,NaN,NaN,NaN,NaN,6.594263076782227,2.8042569160461426,730.8900756835938,transformer,embedding,3
113,10260,0.0707717165350914,95.82109832763672,1.073336124420166,0.001,NaN,NaN,NaN,transformer,embedding,3
124,11250,0.06520460546016693,95.98764038085938,1.0673774480819702,0.001,NaN,NaN,NaN,transformer,embedding,3
127,11520,NaN,NaN,NaN,NaN,6.627561569213867,2.9133639335632324,755.6373291015625,transformer,embedding,3
136,12330,0.06521553546190262,95.95477294921875,1.0673890113830566,0.001,NaN,NaN,NaN,transformer,embedding,3
149,13500,0.05603359267115593,96.58368682861328,1.0576331615447998,0.001,NaN,NaN,NaN,transformer,embedding,3
152,13770,NaN,NaN,NaN,NaN,6.6577372550964355,2.9055211544036865,778.7867431640625,transformer,embedding,3
