epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,val_loss,val_accuracy,val_perplexity,model_type,encoding,k_value,total_param_l2_norm
0,535,2.3189218044281006,1.011680006980896,10.164709091186523,0.001,2.2942347526550293,1.0286896228790283,9.916844367980957,transformer,embedding,3,534.8699252381921
1,1070,2.291712522506714,1.0262891054153442,9.891862869262695,0.001,2.2908272743225098,1.0271244049072266,9.883110046386719,transformer,embedding,3,546.1439856886864
2,1605,2.290421962738037,0.9901315569877625,9.879105567932129,0.001,2.29020357131958,1.0214895009994507,9.876948356628418,transformer,embedding,3,551.2182610780001
3,2140,2.2896206378936768,1.0193496942520142,9.87119197845459,0.001,2.2890734672546387,1.0258722305297852,9.865792274475098,transformer,embedding,3,562.8033811748028
4,2675,2.288870334625244,1.0394372940063477,9.863788604736328,0.001,2.2886481285095215,1.0438727140426636,9.861597061157227,transformer,embedding,3,568.7904417216778
5,3210,2.2992143630981445,0.98940110206604,9.966349601745605,0.001,2.2885196208953857,1.0427769422531128,9.860329627990723,transformer,embedding,3,579.3984280228615
6,3745,2.288200616836548,1.0303065776824951,9.857184410095215,0.001,2.28816294670105,1.0249329805374146,9.856813430786133,transformer,embedding,3,580.6374744921923
7,4280,2.287940502166748,1.0474722385406494,9.854620933532715,0.001,2.2876999378204346,1.0351072549819946,9.852251052856445,transformer,embedding,3,584.2226587682962
8,4815,2.2877509593963623,1.016793131828308,9.852753639221191,0.001,2.2877328395843506,1.0457509756088257,9.852575302124023,transformer,embedding,3,588.44113022089
9,5350,2.2877085208892822,1.0445504188537598,9.852334976196289,0.001,2.2876029014587402,1.0183589458465576,9.85129451751709,transformer,embedding,3,591.018717110157
10,5885,2.2876651287078857,1.0357849597930908,9.851907730102539,0.001,2.2876877784729004,1.0263417959213257,9.852130889892578,transformer,embedding,3,593.9077433347702
11,6420,2.2876195907592773,0.998166561126709,9.851459503173828,0.001,NaN,NaN,NaN,transformer,embedding,3,596.1067275702953
12,6955,2.2930150032043457,1.0595247745513916,9.904755592346191,0.001,2.2876393795013428,1.021332859992981,9.851654052734375,transformer,embedding,3,601.5073328316212
13,7490,2.2875709533691406,1.0226367712020874,9.850979804992676,0.001,NaN,NaN,NaN,transformer,embedding,3,601.2355329990387
14,8025,2.287571907043457,1.018254041671753,9.85098934173584,0.001,2.287567138671875,1.0250895023345947,9.850942611694336,transformer,embedding,3,602.6318693161011
15,8560,2.2875478267669678,1.0244629383087158,9.850751876831055,0.001,NaN,NaN,NaN,transformer,embedding,3,604.0825599431992
16,9095,2.2875356674194336,1.0226367712020874,9.850632667541504,0.001,2.2876501083374023,1.0238373279571533,9.851759910583496,transformer,embedding,3,605.4579826593399
17,9630,2.2876315116882324,1.0551420450210571,9.851576805114746,0.001,NaN,NaN,NaN,transformer,embedding,3,611.7554810941219
18,10165,2.287511110305786,1.0412633419036865,9.850390434265137,0.001,2.2875726222991943,1.0166370868682861,9.850996971130371,transformer,embedding,3,612.6706441938877
19,10700,2.287520170211792,1.0251933336257935,9.850480079650879,0.001,NaN,NaN,NaN,transformer,embedding,3,613.6751883924007
20,11235,2.287510395050049,1.0445504188537598,9.850383758544922,0.001,2.2875516414642334,1.017889380455017,9.850790023803711,transformer,embedding,3,615.2016931772232
21,11770,2.289964437484741,1.0040102005004883,9.87458610534668,0.001,NaN,NaN,NaN,transformer,embedding,3,623.5945480465889
22,12305,2.293381690979004,1.0270195007324219,9.908388137817383,0.001,2.287966251373291,1.027593970298767,9.854874610900879,transformer,embedding,3,629.136358499527
23,12840,2.287555456161499,1.0401676893234253,9.85082721710205,0.001,NaN,NaN,NaN,transformer,embedding,3,631.966048270464
24,13375,2.287501335144043,1.0091233253479004,9.85029411315918,0.001,2.2875592708587646,1.017889380455017,9.850865364074707,transformer,embedding,3,632.8075081706047
