epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,val_loss,val_accuracy,val_perplexity,model_type,encoding,k_value,total_param_l2_norm
0,10,4.022844314575195,0.0,55.859764099121094,0.001,2.8940088748931885,0.0,18.065587997436523,transformer,embedding,2,295.830643735826
1,20,2.6611058712005615,0.0,14.312108039855957,0.001,2.420372486114502,0.0,11.250048637390137,transformer,embedding,2,297.08559108525515
2,30,2.3591513633728027,0.807823121547699,10.5819673538208,0.001,2.3304738998413086,0.9564293026924133,10.28281307220459,transformer,embedding,2,298.06423795223236
3,40,2.314743995666504,1.211734652519226,10.122331619262695,0.001,2.3116655349731445,0.9139213562011719,10.091217994689941,transformer,embedding,2,298.52413135766983
4,50,2.3041770458221436,1.2755101919174194,10.015932083129883,0.001,2.307072162628174,0.9776833057403564,10.044971466064453,transformer,embedding,2,298.66448767483234
5,60,2.2982723712921143,0.9566326141357422,9.956965446472168,0.001,2.3061320781707764,0.7651434540748596,10.03553295135498,transformer,embedding,2,298.6827138364315
6,70,2.295290470123291,1.2542517185211182,9.927319526672363,0.001,2.306041955947876,0.935175359249115,10.034628868103027,transformer,embedding,2,298.6535272076726
7,80,2.296281337738037,0.9991496801376343,9.93716049194336,0.001,2.305523633956909,0.8501594066619873,10.029428482055664,transformer,embedding,2,298.62645603716373
8,90,2.290923595428467,1.1479592323303223,9.884062767028809,0.001,2.305527687072754,0.8926673531532288,10.02946949005127,transformer,embedding,2,298.6371969282627
9,100,2.287898540496826,1.4880952835083008,9.854207992553711,0.001,2.308981418609619,0.6163655519485474,10.064167976379395,transformer,embedding,2,298.72134394943714
10,110,2.2839667797088623,1.7006802558898926,9.815539360046387,0.001,2.312816619873047,0.701381504535675,10.102840423583984,transformer,embedding,2,298.8924867063761
11,120,2.280402183532715,1.3180272579193115,9.78061294555664,0.001,NaN,NaN,NaN,transformer,embedding,2,299.13354663550854
12,130,2.2696285247802734,1.8282313346862793,9.675806045532227,0.001,2.333303451538086,0.4888416528701782,10.31195068359375,transformer,embedding,2,299.51448748260736
13,140,2.2591347694396973,2.2959184646606445,9.574801445007324,0.001,NaN,NaN,NaN,transformer,embedding,2,300.01374627649784
14,150,2.2379260063171387,2.848639488220215,9.373869895935059,0.001,2.3944647312164307,0.4463336765766144,10.962328910827637,transformer,embedding,2,300.6019327864051
15,160,2.2083628177642822,3.210033893585205,9.100804328918457,0.001,NaN,NaN,NaN,transformer,embedding,2,301.244754627347
16,170,2.1772656440734863,3.890305995941162,8.822150230407715,0.001,2.482686758041382,0.6376195549964905,11.973390579223633,transformer,embedding,2,301.96127611398697
17,180,2.141613483428955,5.3146257400512695,8.513162612915039,0.001,NaN,NaN,NaN,transformer,embedding,2,302.6861047670245
18,190,2.1019318103790283,7.419217586517334,8.181961059570312,0.001,2.504059076309204,0.6588735580444336,12.232044219970703,transformer,embedding,2,303.56273863464594
19,200,2.0609347820281982,8.928570747375488,7.853307723999023,0.001,NaN,NaN,NaN,transformer,embedding,2,304.5137247890234
