epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,val_loss,val_accuracy,val_perplexity,model_type,encoding,k_value,total_param_l2_norm,embed_l2_norm,attn_qkv_l2_norm,attn_out_l2_norm,ffn_linear1_l2_norm,ffn_linear2_l2_norm,layer_norm_l2_norm,bias_l2_norm
124,750,2.603317807370331e-05,100.0,1.000025987625122,0.001,NaN,NaN,NaN,transformer,embedding,2,582.6194484010339,156.16171264648438,0.0,0.0,0.0,0.0,0.0,0.5152797475457191
127,768,NaN,NaN,NaN,NaN,3.3956515789031982,25.99453353881836,29.834087371826172,transformer,embedding,2,582.599595181644,156.02207946777344,0.0,0.0,0.0,0.0,0.0,0.516540877521038
136,822,1.1951005035371054e-05,100.0,1.000011920928955,0.001,NaN,NaN,NaN,transformer,embedding,2,582.5092602595687,155.6038818359375,0.0,0.0,0.0,0.0,0.0,0.5203021392226219
149,900,5.21306219525286e-06,100.0,1.0000052452087402,0.001,NaN,NaN,NaN,transformer,embedding,2,582.2844880372286,155.00164794921875,0.0,0.0,0.0,0.0,0.0,0.5257299691438675
152,918,NaN,NaN,NaN,NaN,3.543588399887085,26.43486213684082,34.590824127197266,transformer,embedding,2,582.2134473323822,154.86297607421875,0.0,0.0,0.0,0.0,0.0,0.5270798206329346
163,984,2.1693715552828507e-06,100.0,1.000002145767212,0.001,NaN,NaN,NaN,transformer,embedding,2,581.8897553756833,154.35548400878906,0.0,0.0,0.0,0.0,0.0,0.5303675010800362
179,1080,7.931449772513588e-07,100.0,1.0000008344650269,0.001,NaN,NaN,NaN,transformer,embedding,2,581.1844630017877,153.61978149414062,0.0,0.0,0.0,0.0,0.0,0.5360376611351967
182,1098,NaN,NaN,NaN,NaN,3.734210968017578,26.662616729736328,41.85498809814453,transformer,embedding,2,581.0187623798847,153.482177734375,0.0,0.0,0.0,0.0,0.0,0.5362875759601593
196,1182,2.9276583290993585e-07,100.0,1.000000238418579,0.001,NaN,NaN,NaN,transformer,embedding,2,580.0936127230525,152.8411407470703,0.0,0.0,0.0,0.0,0.0,0.5388191267848015
215,1296,9.90243620435649e-08,100.0,1.0000001192092896,0.001,NaN,NaN,NaN,transformer,embedding,2,578.3769363090396,151.97422790527344,0.0,0.0,0.0,0.0,0.0,0.545706145465374
218,1314,NaN,NaN,NaN,NaN,3.9399077892303467,26.738536834716797,51.41386032104492,transformer,embedding,2,578.060268804431,151.8376922607422,0.0,0.0,0.0,0.0,0.0,0.5476559847593307
236,1422,3.925080704902939e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,576.0092526599765,151.02078247070312,0.0,0.0,0.0,0.0,0.0,0.571411482989788
259,1560,2.4027658085401526e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,573.2175040245056,149.9830322265625,0.0,0.0,0.0,0.0,0.0,0.6372807025909424
261,1572,NaN,NaN,NaN,NaN,3.9512546062469482,27.10294532775879,52.00056457519531,transformer,embedding,2,572.9770283475518,149.8931427001953,0.0,0.0,0.0,0.0,0.0,0.6454756036400795
284,1710,2.3225329215392776e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,570.5098905265331,148.8631591796875,0.0,0.0,0.0,0.0,0.0,0.8214854896068573
312,1878,2.7659254442369274e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,568.2527963593602,147.6189727783203,0.0,0.0,0.0,0.0,0.0,1.2218169644474983
313,1884,NaN,NaN,NaN,NaN,3.8573668003082275,27.31551742553711,47.34053039550781,transformer,embedding,2,568.185705550015,147.57473754882812,0.0,0.0,0.0,0.0,0.0,1.239128239452839
343,2064,3.044629437454205e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,566.585322804749,146.25390625,0.0,0.0,0.0,0.0,0.0,1.847119279205799
375,2256,NaN,NaN,NaN,NaN,3.7249441146850586,27.436986923217773,41.46891403198242,transformer,embedding,2,565.6546220257878,144.85838317871094,0.0,0.0,0.0,0.0,0.0,2.655201382935047
377,2268,3.4542399163228765e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,565.6199451908469,144.77162170410156,0.0,0.0,0.0,0.0,0.0,2.7101773247122765
414,2490,3.874406928616736e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,565.4743193984032,143.17593383789062,0.0,0.0,0.0,0.0,0.0,3.8267666697502136
449,2700,NaN,NaN,NaN,NaN,3.5972399711608887,27.588825225830078,36.49736022949219,transformer,embedding,2,566.0048610344529,141.6830291748047,0.0,0.0,0.0,0.0,0.0,5.004158176481724
455,2736,3.9820882591357076e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,566.1204873025417,141.4287109375,0.0,0.0,0.0,0.0,0.0,5.20888289809227
500,3006,4.003202036528819e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,567.6701577454805,139.5361328125,0.0,0.0,0.0,0.0,0.0,6.864687278866768
538,3234,NaN,NaN,NaN,NaN,3.477351188659668,27.725479125976562,32.37385559082031,transformer,embedding,2,569.7908268421888,137.95811462402344,0.0,0.0,0.0,0.0,0.0,8.407888695597649
550,3306,4.20589572058816e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,570.1298295035958,137.46359252929688,0.0,0.0,0.0,0.0,0.0,8.816526748239994
605,3636,5.101126632212072e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,572.1177497655153,135.2198944091797,0.0,0.0,0.0,0.0,0.0,10.814424350857735
645,3876,NaN,NaN,NaN,NaN,3.402705669403076,27.74066162109375,30.0452823638916,transformer,embedding,2,573.9491397812963,133.61160278320312,0.0,0.0,0.0,0.0,0.0,12.338062711060047
665,3996,4.015870302964686e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,575.0590177103877,132.81448364257812,0.0,0.0,0.0,0.0,0.0,13.135314516723156
731,4392,3.8511817734843135e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,576.3404423072934,130.21859741210938,0.0,0.0,0.0,0.0,0.0,15.30754590779543
773,4644,NaN,NaN,NaN,NaN,6.039097785949707,19.465532302856445,419.5143737792969,transformer,embedding,2,590.99615573138,129.19309997558594,0.0,0.0,0.0,0.0,0.0,15.419673316180706
804,4830,8.228671504184604e-06,100.0,1.000008225440979,0.001,NaN,NaN,NaN,transformer,embedding,2,585.6318093836308,127.99984741210938,0.0,0.0,0.0,0.0,0.0,15.277027279138565
884,5310,1.2018051620543702e-07,100.0,1.0000001192092896,0.001,NaN,NaN,NaN,transformer,embedding,2,572.3444820269942,124.9745864868164,0.0,0.0,0.0,0.0,0.0,14.918491087853909
927,5568,NaN,NaN,NaN,NaN,5.3657145500183105,25.174612045288086,213.94406127929688,transformer,embedding,2,565.8545306399465,123.37674713134766,0.0,0.0,0.0,0.0,0.0,14.756426878273487
972,5838,5.603638442153169e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,561.3419509232044,121.72679901123047,0.0,0.0,0.0,0.0,0.0,14.989488035440445
1069,6420,3.969419992699841e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,560.739311888814,118.24943542480469,0.0,0.0,0.0,0.0,0.0,17.61255033314228
1112,6678,NaN,NaN,NaN,NaN,3.4206769466400146,27.604007720947266,30.590116500854492,transformer,embedding,2,561.0903200209141,116.73918151855469,0.0,0.0,0.0,0.0,0.0,18.89727881550789
1175,7056,3.4985788488484104e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,561.8655262887478,114.56168365478516,0.0,0.0,0.0,0.0,0.0,20.83031925559044
1292,7758,3.589368802181525e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,564.3245685696602,110.6259765625,0.0,0.0,0.0,0.0,0.0,24.56920236349106
1334,8010,NaN,NaN,NaN,NaN,3.3112001419067383,27.846948623657227,27.418010711669922,transformer,embedding,2,565.4750694036484,109.24694061279297,0.0,0.0,0.0,0.0,0.0,25.94491720199585
1421,8532,4.7420082410098985e-05,100.0,1.0000474452972412,0.001,NaN,NaN,NaN,transformer,embedding,2,593.4442256689072,107.08983612060547,0.0,0.0,0.0,0.0,0.0,28.35002613067627
1563,9384,7.444773331144461e-08,100.0,1.0000001192092896,0.001,NaN,NaN,NaN,transformer,embedding,2,569.3516660481691,102.63277435302734,0.0,0.0,0.0,0.0,0.0,27.177443578839302
1600,9606,NaN,NaN,NaN,NaN,5.02393102645874,25.52383804321289,152.00767517089844,transformer,embedding,2,563.815482199192,101.50404357910156,0.0,0.0,0.0,0.0,0.0,26.946117222309113
1719,10320,1.2069534705005935e-06,100.0,1.0000011920928955,0.001,NaN,NaN,NaN,transformer,embedding,2,570.0246942043304,98.47139739990234,0.0,0.0,0.0,0.0,0.0,26.488239884376526
1890,11346,0.008176485076546669,99.4332275390625,1.0082100629806519,0.001,NaN,NaN,NaN,transformer,embedding,2,577.8614868968725,94.02091979980469,0.0,0.0,0.0,0.0,0.0,28.088474616408348
1919,11520,NaN,NaN,NaN,NaN,7.810760021209717,16.07956314086914,2467.004638671875,transformer,embedding,2,586.5309724658728,93.47346496582031,0.0,0.0,0.0,0.0,0.0,27.85623024404049
2079,12480,2.4772450615273556e-06,100.0,1.0000025033950806,0.001,NaN,NaN,NaN,transformer,embedding,2,621.7184692025185,89.89661407470703,0.0,0.0,0.0,0.0,0.0,26.66344040632248
2286,13722,5.97102101096425e-08,100.0,1.0000001192092896,0.001,NaN,NaN,NaN,transformer,embedding,2,603.8688489198685,84.49568939208984,0.0,0.0,0.0,0.0,0.0,29.293242573738098
2302,13818,NaN,NaN,NaN,NaN,3.6506385803222656,27.81658172607422,38.499244689941406,transformer,embedding,2,604.3994078338146,84.09274291992188,0.0,0.0,0.0,0.0,0.0,29.860891312360764
2514,15090,3.792062841512234e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,610.7057310342789,78.93314361572266,0.0,0.0,0.0,0.0,0.0,37.304688453674316
2762,16578,NaN,NaN,NaN,NaN,3.080230236053467,28.16580581665039,21.763412475585938,transformer,embedding,2,622.0454493761063,73.30811309814453,0.0,0.0,0.0,0.0,0.0,46.487123131752014
2765,16596,3.492244715630477e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,622.2087535262108,73.24268341064453,0.0,0.0,0.0,0.0,0.0,46.601766765117645
3041,18252,2.82293317610538e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,639.0500524640083,67.47612762451172,0.0,0.0,0.0,0.0,0.0,57.22421187162399
3314,19890,NaN,NaN,NaN,NaN,10.277918815612793,18.402671813964844,29083.283203125,transformer,embedding,2,750.3794330358505,63.927738189697266,0.0,0.0,0.0,0.0,0.0,59.21080005168915
3345,20076,0.011915571987628937,99.29153442382812,1.0119868516921997,0.001,NaN,NaN,NaN,transformer,embedding,2,759.360511213541,63.57089614868164,0.0,0.0,0.0,0.0,0.0,58.692286401987076
3679,22080,0.012653916142880917,99.36238098144531,1.012734293937683,0.001,NaN,NaN,NaN,transformer,embedding,2,810.2905815243721,59.673370361328125,0.0,0.0,0.0,0.0,0.0,53.68607026338577
3976,23862,NaN,NaN,NaN,NaN,9.271708488464355,18.448223114013672,10632.90234375,transformer,embedding,2,832.4272401332855,56.523136138916016,0.0,0.0,0.0,0.0,0.0,49.74075412750244
4046,24282,0.0019963905215263367,99.85830688476562,1.0019984245300293,0.001,NaN,NaN,NaN,transformer,embedding,2,837.4999829530716,55.85557174682617,0.0,0.0,0.0,0.0,0.0,48.8639235496521
4450,26706,4.294574296181963e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,802.821798145771,49.535160064697266,0.0,0.0,0.0,0.0,0.0,56.516174018383026
4771,28632,NaN,NaN,NaN,NaN,13.53235149383545,20.649864196777344,753399.9375,transformer,embedding,2,831.9544439911842,45.7340202331543,0.0,0.0,0.0,0.0,0.0,67.2962139248848
4895,29376,0.007048473693430424,99.64576721191406,1.0070734024047852,0.001,NaN,NaN,NaN,transformer,embedding,2,860.158899128437,45.25739288330078,0.0,0.0,0.0,0.0,0.0,64.88187551498413
5384,32310,3.3908978736008066e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,821.9374309182167,39.66844940185547,0.0,0.0,0.0,0.0,0.0,70.23560756444931
5725,34356,NaN,NaN,NaN,NaN,7.616264343261719,19.116308212280273,2030.9609375,transformer,embedding,2,905.8374553918839,38.885250091552734,0.0,0.0,0.0,0.0,0.0,68.71845233440399
5922,35538,4.7503604605481087e-07,100.0,1.0000004768371582,0.001,NaN,NaN,NaN,transformer,embedding,2,918.7414398193359,38.41204833984375,0.0,0.0,0.0,0.0,0.0,64.75766038894653
6514,39090,4.575389667138552e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,860.9274019598961,34.036258697509766,0.0,0.0,0.0,0.0,0.0,60.54611802101135
6869,41220,NaN,NaN,NaN,NaN,7.180690765380859,22.92742156982422,1313.8154296875,transformer,embedding,2,847.7985877990723,31.687698364257812,0.0,0.0,0.0,0.0,0.0,62.23216336965561
7165,42996,4.5880582888457866e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,804.3914328813553,29.163677215576172,0.0,0.0,0.0,0.0,0.0,63.419705510139465
7881,47292,0.0003756301011890173,99.9645767211914,1.000375747680664,0.001,NaN,NaN,NaN,transformer,embedding,2,874.3847040235996,27.173154830932617,0.0,0.0,0.0,0.0,0.0,64.06950041651726
8242,49458,NaN,NaN,NaN,NaN,2.5839226245880127,35.362892150878906,13.249007225036621,transformer,embedding,2,874.1820171177387,27.09893226623535,0.0,0.0,0.0,0.0,0.0,57.49769404530525
8669,52020,3.555586758352547e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,844.9186657369137,24.50803565979004,0.0,0.0,0.0,0.0,0.0,64.39529845118523
9535,57216,0.0,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,817.1331343948841,22.25515365600586,0.0,0.0,0.0,0.0,0.0,59.93878373503685
9890,59346,NaN,NaN,NaN,NaN,0.11270903050899506,93.98724365234375,1.119306206703186,transformer,embedding,2,789.8655740618706,20.62442970275879,0.0,0.0,0.0,0.0,0.0,62.66520255804062
10488,62934,0.005204848945140839,99.78746032714844,1.0052183866500854,0.001,NaN,NaN,NaN,transformer,embedding,2,799.9810294806957,19.798559188842773,0.0,0.0,0.0,0.0,0.0,60.66192826628685
11536,69222,9.649065546568636e-09,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,738.8708290159702,17.672372817993164,0.0,0.0,0.0,0.0,0.0,52.83103397488594
11867,71208,NaN,NaN,NaN,NaN,0.001801889855414629,99.90889739990234,1.0018035173416138,transformer,embedding,2,709.8224161267281,16.56833839416504,0.0,0.0,0.0,0.0,0.0,53.930183708667755
12689,76140,1.9255908867421567e-08,100.0,1.0,0.001,NaN,NaN,NaN,transformer,embedding,2,669.2100784182549,15.011168479919434,0.0,0.0,0.0,0.0,0.0,49.0561226606369
