epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,len_train_ds,len_val_ds,batches_per_epoch,time_per_epoch,fwd_time_in_epoch,val_loss,val_accuracy,val_perplexity,full_train_loss,full_train_acc,paramnorm_embedding.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_decoder.blocks.0.self_attn.Wo.weight,paramnorm_decoder.blocks.0.self_attn_norm.weight,paramnorm_decoder.blocks.0.self_attn_norm.bias,paramnorm_decoder.blocks.0.ffn.ffn.0.weight,paramnorm_decoder.blocks.0.ffn.ffn.2.weight,paramnorm_decoder.blocks.0.ffn_norm.weight,paramnorm_decoder.blocks.0.ffn_norm.bias,paramnorm_decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_decoder.blocks.1.self_attn.Wo.weight,paramnorm_decoder.blocks.1.self_attn_norm.weight,paramnorm_decoder.blocks.1.self_attn_norm.bias,paramnorm_decoder.blocks.1.ffn.ffn.0.weight,paramnorm_decoder.blocks.1.ffn.ffn.2.weight,paramnorm_decoder.blocks.1.ffn_norm.weight,paramnorm_decoder.blocks.1.ffn_norm.bias,paramnorm_linear.weight
0,13,4.320277214050293,0.015183722600340843,75.20947265625,0.001,6586,2823,13,0.5367436408996582,0.3180873394012451,2.943735122680664,0.0,18.986631393432617,2.9346108436584473,0.0,0.996148853496329,0.05088936910033226,0.05071987211704254,0.050816841423511505,0.05138285085558891,0.05108817294239998,0.05102609470486641,0.05084371566772461,0.051026809960603714,0.05088770389556885,0.05043433979153633,0.05090787261724472,0.050969481468200684,0.050954800099134445,0.9918761778352541,0.005377307972168193,0.05105737969279289,0.02590872533619404,0.9915561989613594,0.005513405085093679,0.05090627074241638,0.05129454657435417,0.05104634165763855,0.05083824321627617,0.051362425088882446,0.051286447793245316,0.05128859356045723,0.050893403589725494,0.0510878786444664,0.05035855993628502,0.05094165727496147,0.05040779337286949,0.05067863315343857,0.9920955943286018,0.005479009305441742,0.050947848707437515,0.025907909497618675,0.9934074571353518,0.005834155114607235,0.051012419236257565
1,26,2.6467928886413574,0.030367448925971985,14.108717918395996,0.001,6586,2823,13,0.27327418327331543,0.06375360488891602,2.4209094047546387,1.0272759199142456,11.256091117858887,2.4144222736358643,0.9869419932365417,0.9830727844892899,0.05142282694578171,0.05104460194706917,0.05068802833557129,0.051081977784633636,0.0507444366812706,0.05065705627202988,0.050761450082063675,0.05086691677570343,0.05052470415830612,0.05060616508126259,0.0508611686527729,0.05054816976189613,0.050647445023059845,0.9784147273019655,0.008211077344306218,0.05105449631810188,0.026702722534537315,0.9775784495338125,0.008102863335120974,0.05081705376505852,0.05121205747127533,0.0507320873439312,0.050853170454502106,0.05134299397468567,0.05084419995546341,0.05114717409014702,0.05073169618844986,0.05064839497208595,0.05010540410876274,0.05070371553301811,0.049996357411146164,0.050281379371881485,0.9784955649574095,0.00818275663774042,0.05086852237582207,0.026631755754351616,0.9862090282907823,0.011847452774631992,0.051390081611205674
2,39,2.3760054111480713,1.1235954761505127,10.76182746887207,0.001,6586,2823,13,0.23229026794433594,0.06494283676147461,2.3476743698120117,0.8501594066619873,10.461212158203125,2.3381965160369873,1.0932281017303467,0.9702805947541568,0.051427777856588364,0.051019251346588135,0.05035701021552086,0.05070106312632561,0.05032038688659668,0.050145626068115234,0.05045170336961746,0.05047377571463585,0.04999517649412155,0.05056580901145935,0.05064372718334198,0.05000875145196915,0.050166767090559006,0.9654623264049916,0.00898398995990128,0.05074763298034668,0.02687988430261612,0.9644291385605956,0.008729732510814232,0.05036921054124832,0.050760336220264435,0.050192028284072876,0.05070805177092552,0.05109042301774025,0.05030647665262222,0.05079833045601845,0.050316303968429565,0.050066959112882614,0.04955880716443062,0.050222788006067276,0.04946369677782059,0.04972493648529053,0.9655195618252694,0.008979118047631223,0.05056731030344963,0.026780318468809128,0.9802364826820005,0.016659773352160793,0.05187245391120148
3,52,2.331623077392578,0.9262071251869202,10.294636726379395,0.001,6586,2823,13,0.24242448806762695,0.07234644889831543,2.3265140056610107,0.7084661722183228,10.242175102233887,2.3166732788085938,1.0780442953109741,0.9577130482658456,0.05101828649640083,0.0506005585193634,0.049838654696941376,0.05017596483230591,0.049748506397008896,0.04954015091061592,0.049939319491386414,0.049927130341529846,0.04940786585211754,0.05013943836092949,0.05014875531196594,0.04941198229789734,0.04957236349582672,0.9529025655487453,0.00912943083157828,0.05022204667329788,0.026711314916610718,0.9517919117967861,0.008868729524480621,0.049809109419584274,0.050200220197439194,0.04958978667855263,0.05027403682470322,0.050597719848155975,0.04970300942659378,0.05031341314315796,0.04979642480611801,0.0494549423456192,0.048872530460357666,0.049555808305740356,0.048857931047677994,0.04911648854613304,0.9529516244804119,0.00910876636346229,0.05004873871803284,0.026608232408761978,0.9729114447045041,0.0198076253199413,0.052079289273457216
4,65,2.3165788650512695,1.0932281017303467,10.140921592712402,0.001,6586,2823,13,0.2477569580078125,0.0681300163269043,2.316253662109375,1.0626991987228394,10.13762378692627,2.30889892578125,1.1235954761505127,0.9453270484170045,0.05043526738882065,0.050018832087516785,0.04922744631767273,0.049578964710235596,0.04914083331823349,0.048918671905994415,0.049335867166519165,0.049306876957416534,0.04877438396215439,0.04955996200442314,0.04955289512872696,0.048791803419589996,0.04894372820854187,0.9405545504594176,0.009115655397560297,0.04961567744612694,0.026426445692777634,0.9394609240342569,0.008832026204872712,0.04917360469698906,0.04956604912877083,0.04895777255296707,0.0497056283056736,0.050001826137304306,0.04906223341822624,0.04971958324313164,0.04918946698307991,0.048829033970832825,0.04823239520192146,0.04892024025321007,0.04823916777968407,0.04849039763212204,0.9406387598627424,0.009107015293615564,0.04945177584886551,0.026330409571528435,0.9645430193452721,0.022026407964215854,0.05206786082090046
5,78,2.311721086502075,0.7591861486434937,10.091778755187988,0.001,6586,2823,13,0.23362088203430176,0.07287979125976562,2.3135993480682373,0.8147360682487488,10.110751152038574,2.305129289627075,1.2146978378295898,0.933107677151243,0.04980381950736046,0.04938885569572449,0.04861132800579071,0.048965319991111755,0.04851776733994484,0.04829377681016922,0.048738326877355576,0.048684652894735336,0.04814798757433891,0.04893782362341881,0.04892837628722191,0.048162806779146194,0.048315100371837616,0.9283947631955395,0.00901639693513911,0.0489882230758667,0.026107680052518845,0.9273106619581423,0.008768575441528577,0.04853334277868271,0.04893879592418671,0.048328809440135956,0.04914421960711479,0.0494220033288002,0.04842878505587578,0.049070827662944794,0.048545561730861664,0.04819821938872337,0.04760827124118805,0.04830067977309227,0.047603484243154526,0.04785683751106262,0.9284845359828677,0.00903993726712146,0.04883098602294922,0.02601989358663559,0.9556956371995622,0.023855582506677672,0.05194414345996877
6,91,2.3082215785980225,0.956574559211731,10.056524276733398,0.001,6586,2823,13,0.24448609352111816,0.0648353099822998,2.3115408420562744,0.9564293026924133,10.089960098266602,2.3028900623321533,0.9869419932365417,0.9210508341840558,0.04918145015835762,0.048765357583761215,0.04799744859337807,0.04835885763168335,0.04790226370096207,0.04767399653792381,0.04815608635544777,0.048075348138809204,0.047537364065647125,0.04830796271562576,0.04829995334148407,0.04754382371902466,0.04769248142838478,0.9163781066292045,0.008922840151068036,0.04836070537567139,0.025779251009225845,0.9153207264937632,0.008646967295595472,0.04789203777909279,0.04830843582749367,0.04770299792289734,0.048605483025312424,0.048869796097278595,0.04780462756752968,0.04844992980360985,0.047926995903253555,0.047572821378707886,0.046994663774967194,0.0476825013756752,0.046987831592559814,0.04723583906888962,0.9164761401988408,0.00892305088531059,0.048207975924015045,0.025698546320199966,0.9467357229683283,0.025451022481099213,0.0517909553041567
7,104,2.307488441467285,0.9110233783721924,10.049154281616211,0.001,6586,2823,13,0.24877429008483887,0.06120181083679199,2.311802864074707,0.8501594066619873,10.09260368347168,2.301024913787842,1.1539629697799683,0.9091518085502668,0.048555102199316025,0.0481385663151741,0.04739056155085564,0.04777082800865173,0.047295745462179184,0.0470745787024498,0.04760152846574783,0.04749371111392975,0.0469316691160202,0.04768625274300575,0.047681186348199844,0.04693499207496643,0.04708035662770271,0.9045586973139005,0.008818628775402312,0.04774569347500801,0.025459563359618187,0.9035360461816321,0.008526060499563368,0.0472525954246521,0.04768630862236023,0.04707877337932587,0.048191167414188385,0.04842228442430496,0.04719711095094681,0.047849223017692566,0.0473308339715004,0.04695974290370941,0.046396687626838684,0.04707946628332138,0.046380143612623215,0.04661690071225166,0.904661619917964,0.008808682777698248,0.04759437218308449,0.025381725281476974,0.937886739242375,0.027077171703017006,0.05164534613167187
8,117,2.306002378463745,0.8199210166931152,10.034231185913086,0.001,6586,2823,13,0.24356293678283691,0.06730198860168457,2.3074817657470703,0.779312789440155,10.049086570739746,2.2997288703918457,1.1387792825698853,0.8974080702870963,0.04795250669121742,0.04753149673342705,0.04679601266980171,0.047184526920318604,0.046696726232767105,0.04647224396467209,0.047105573117733,0.0469464510679245,0.04634629189968109,0.047069091349840164,0.04706871882081032,0.04632454365491867,0.04647182300686836,0.8928615138592779,0.00867118395278752,0.04712938889861107,0.0251359473913908,0.8918708943318779,0.008425413825319354,0.046639036387205124,0.047086868435144424,0.04647035151720047,0.047857824712991714,0.04804148152470589,0.04659983515739441,0.04724560305476189,0.04673513397574425,0.046353355050086975,0.045792315155267715,0.046483397483825684,0.04577472805976868,0.046016037464141846,0.8929788506855323,0.008720092736306381,0.04698461294174194,0.02506793662905693,0.9291142941933175,0.028701129288812233,0.05152852073831258
9,130,2.3040828704833984,0.8806559443473816,10.014988899230957,0.001,6586,2823,13,0.2285628318786621,0.0665585994720459,2.3093316555023193,0.7438894510269165,10.067693710327148,2.2984163761138916,1.0628606081008911,0.8858199683549279,0.047337695956230164,0.0469210259616375,0.046198781579732895,0.04656890034675598,0.046090904623270035,0.04588136821985245,0.04664501175284386,0.04642511159181595,0.04579271748661995,0.04646555706858635,0.04646853730082512,0.04572193697094917,0.04587364196777344,0.8813061966967431,0.008575710804198217,0.04652142897248268,0.02482176199555397,0.880392453021027,0.008303839923700663,0.046048182994127274,0.04650038853287697,0.04586804285645485,0.04767504706978798,0.047773346304893494,0.04602640122175217,0.04667258635163307,0.046165093779563904,0.04576090723276138,0.045176878571510315,0.04588121920824051,0.04517360404133797,0.04542029649019241,0.8814476415203457,0.008617568551670108,0.04638603702187538,0.02475927025079727,0.9204719986124617,0.030334551476276186,0.05144056091166868
10,143,2.302574872970581,1.0780442953109741,9.999897956848145,0.001,6586,2823,13,0.23156213760375977,0.0610959529876709,2.304622173309326,0.885582685470581,10.020391464233398,2.297145128250122,1.1387792825698853,0.8743890730754867,0.0467694066464901,0.04634539783000946,0.04562705010175705,0.04602600634098053,0.045523129403591156,0.04531552270054817,0.04622333124279976,0.04594070091843605,0.04525618627667427,0.045877158641815186,0.045885682106018066,0.04513800889253616,0.04529052972793579,0.8699595907280343,0.008442245564398885,0.045923296362161636,0.0245079193264246,0.869060935624085,0.008182994372307803,0.04548012837767601,0.04594157636165619,0.045291632413864136,0.047686461359262466,0.04763074591755867,0.04548274725675583,0.04612185060977936,0.04561643674969673,0.04517419636249542,0.04458461329340935,0.045299071818590164,0.04459170624613762,0.04484200477600098,0.8700477619351191,0.008508843511946668,0.04579322412610054,0.024454699829220772,0.9119377675511877,0.03194927099971343,0.051390883129586326
11,156,2.301541328430176,1.2450653314590454,9.989567756652832,0.001,6586,2823,13,0.23280048370361328,0.06504940986633301,2.307887077331543,0.6730428338050842,10.053160667419434,2.295377016067505,1.32098388671875,0.8631138141270475,0.04619430750608444,0.0457729734480381,0.04506445676088333,0.045475538820028305,0.04495543986558914,0.044750943779945374,0.045913469046354294,0.04553775116801262,0.04476781189441681,0.04531156271696091,0.04531828314065933,0.044553663581609726,0.0447218157351017,0.8587282985368513,0.008328846175757784,0.04533284157514572,0.024206355214118958,0.857887384615362,0.008081687177922282,0.044924989342689514,0.04539354145526886,0.044708941131830215,0.0478331483900547,0.0475669726729393,0.04497017711400986,0.045590076595544815,0.04508837312459946,0.0446050763130188,0.04403502494096756,0.044738058000802994,0.04402069002389908,0.044278159737586975,0.8588079560805368,0.008439870852903097,0.045212581753730774,0.024159273132681847,0.90352761681193,0.033609772537345636,0.05138509256822407
12,169,2.299255609512329,1.047676920890808,9.966760635375977,0.001,6586,2823,13,0.22871065139770508,0.06900882720947266,2.305654764175415,0.5313495993614197,10.030743598937988,2.2937445640563965,1.32098388671875,0.8519900039850092,0.04561383277177811,0.04520229995250702,0.04449521750211716,0.04493020847439766,0.04441934451460838,0.04419994726777077,0.04570174217224121,0.045183438807725906,0.04432028532028198,0.04475408419966698,0.04475501924753189,0.04397091642022133,0.04415878653526306,0.8476464590704879,0.008209257127286153,0.044740140438079834,0.023901017382740974,0.8468622748070942,0.00795822391211019,0.04440049082040787,0.04488639906048775,0.044157445430755615,0.04809974133968353,0.047556232661008835,0.04450598359107971,0.045113056898117065,0.04462137445807457,0.04404101148247719,0.043479640036821365,0.044174306094646454,0.04344071447849274,0.043737899512052536,0.8477006599176728,0.00831923010885222,0.044632744044065475,0.023864375427365303,0.8952726507688892,0.03525498003732445,0.05142839637080316
13,182,2.299208641052246,0.8199210166931152,9.966292381286621,0.001,6586,2823,13,0.2390458583831787,0.060791969299316406,2.306340456008911,0.779312789440155,10.03762435913086,2.2925524711608887,1.2146978378295898,0.8410272390599158,0.045104365795850754,0.0447109155356884,0.04396037012338638,0.04446614161133766,0.04392543062567711,0.04370947554707527,0.04563278704881668,0.04490126296877861,0.04394714534282684,0.04424215480685234,0.04423105716705322,0.04340488463640213,0.04363371804356575,0.8367526788421801,0.008121311142423093,0.044166263192892075,0.023608820512890816,0.8360536312127784,0.007848981256403476,0.04395882785320282,0.04445981606841087,0.04361508786678314,0.04849521070718765,0.047576870769262314,0.04409945011138916,0.0447305366396904,0.04421713575720787,0.04347650706768036,0.04298994690179825,0.04367276281118393,0.042888935655355453,0.04321535304188728,0.8367783884197717,0.008241721395896177,0.04406509920954704,0.02357635647058487,0.8870884071376498,0.0368679267589462,0.05151156344468113
