epoch,global_step,train_loss,train_accuracy,train_perplexity,learning_rate,val_loss,val_accuracy,val_perplexity,model_type,encoding
0,13,5.351077079772949,1.1995141506195068,210.83526611328125,0.001,5.060471534729004,0.6730428338050842,157.6648406982422,mlp,embedding
1,26,4.846865177154541,1.0021257400512695,127.340576171875,0.001,4.733757019042969,0.7084661722183228,113.72201538085938,mlp,embedding
2,39,4.645695686340332,0.8199210166931152,104.13578796386719,0.001,4.661062717437744,0.602196216583252,105.74840545654297,mlp,embedding
3,52,4.604241371154785,1.0173094272613525,99.90716552734375,0.001,4.684887409210205,0.9210060238838196,108.29808044433594,mlp,embedding
4,65,4.594716548919678,1.2602490186691284,98.9600830078125,0.001,4.68501091003418,0.3542330861091614,108.31145477294922,mlp,embedding
5,78,4.582955837249756,1.1539629697799683,97.80305480957031,0.001,4.704246997833252,0.3542330861091614,110.41510772705078,mlp,embedding
6,91,4.578775882720947,1.0932281017303467,97.39509582519531,0.001,4.709115028381348,0.31880977749824524,110.95392608642578,mlp,embedding
7,104,4.569713115692139,1.4120862483978271,96.51641845703125,0.001,4.720836162567139,0.3896563947200775,112.2620849609375,mlp,embedding
8,117,4.56177282333374,1.3361676931381226,95.75308227539062,0.001,4.737592697143555,0.3542330861091614,114.1590576171875,mlp,embedding
9,130,4.560241222381592,1.7157607078552246,95.60653686523438,0.001,4.761963844299316,0.4959263205528259,116.97542572021484,mlp,embedding
10,143,4.556976318359375,1.5183722972869873,95.2948989868164,0.001,4.775383472442627,0.1771165430545807,118.55577087402344,mlp,embedding
11,156,4.550549030303955,1.5942909717559814,94.68437957763672,0.001,4.780336856842041,0.07084661722183228,119.14447784423828,mlp,embedding
12,169,4.539634704589844,1.4728211164474487,93.65657806396484,0.001,4.794931888580322,0.14169323444366455,120.89614868164062,mlp,embedding
13,182,4.533407688140869,1.8675979375839233,93.0751953125,0.001,4.816876411437988,0.03542330861091614,123.57847595214844,mlp,embedding
14,195,4.526546001434326,1.7916793823242188,92.43872833251953,0.001,4.820466041564941,0.03542330861091614,124.02288055419922,mlp,embedding
15,208,4.5180487632751465,1.9587002992630005,91.65657806396484,0.001,4.851694583892822,0.10626992583274841,127.95703887939453,mlp,embedding
16,221,4.498723983764648,2.1409049034118652,89.90234375,0.001,4.875954627990723,0.07084661722183228,131.0992431640625,mlp,embedding
17,234,4.492527961730957,1.8524142503738403,89.3470230102539,0.001,4.895989894866943,0.07084661722183228,133.75233459472656,mlp,embedding
18,247,4.48349666595459,2.2016398906707764,88.54373931884766,0.001,4.913753509521484,0.03542330861091614,136.1494903564453,mlp,embedding
19,260,4.462921619415283,2.566049098968506,86.74056243896484,0.001,4.941218376159668,0.03542330861091614,139.94064331054688,mlp,embedding
20,273,4.445075988769531,2.550865411758423,85.20635223388672,0.001,4.976874828338623,0.03542330861091614,145.0204620361328,mlp,embedding
21,286,4.429773330688477,2.9304585456848145,83.91239166259766,0.001,5.019726753234863,0.03542330861091614,151.36993408203125,mlp,embedding
22,299,4.410278797149658,2.9608259201049805,82.29240417480469,0.001,5.040139198303223,0.07084661722183228,154.49151611328125,mlp,embedding
23,312,4.3886847496032715,3.5833585262298584,80.534423828125,0.001,5.083125114440918,0.0,161.27728271484375,mlp,embedding
24,325,4.3671746253967285,3.5378074645996094,78.82061767578125,0.001,5.122514724731445,0.0,167.75669860839844,mlp,embedding
25,338,4.347497940063477,3.85666561126709,77.28485107421875,0.001,5.161471843719482,0.0,174.42098999023438,mlp,embedding
26,351,4.323434829711914,3.96295166015625,75.44733428955078,0.001,5.189051628112793,0.0,179.29843139648438,mlp,embedding
27,364,4.273378849029541,4.798056602478027,71.76370239257812,0.001,5.232555389404297,0.0,187.27073669433594,mlp,embedding
28,377,4.239892959594727,5.49650764465332,69.40042114257812,0.001,5.264138221740723,0.0,193.27967834472656,mlp,embedding
29,390,4.19710111618042,6.103856563568115,66.49329376220703,0.001,5.34250545501709,0.0,209.03578186035156,mlp,embedding
30,403,4.147260665893555,6.210142612457275,63.26047134399414,0.001,5.347412109375,0.0,210.06396484375,mlp,embedding
31,416,4.104455947875977,7.440024375915527,60.60976028442383,0.001,5.403816223144531,0.03542330861091614,222.25296020507812,mlp,embedding
32,429,4.0411810874938965,8.153658866882324,56.89350128173828,0.001,5.52056884765625,0.03542330861091614,249.77708435058594,mlp,embedding
33,442,3.965973138809204,9.04949951171875,52.77159881591797,0.001,5.4995245933532715,0.0,244.5756378173828,mlp,embedding
34,455,3.906839370727539,9.945338249206543,49.74148941040039,0.001,5.524622440338135,0.07084661722183228,250.7916259765625,mlp,embedding
35,468,3.833073139190674,11.46371078491211,46.20431137084961,0.001,5.621214389801025,0.07084661722183228,276.224609375,mlp,embedding
36,481,3.740442991256714,12.78469467163086,42.116641998291016,0.001,5.632287502288818,0.14169323444366455,279.30029296875,mlp,embedding
37,494,3.6536121368408203,14.075311660766602,38.6138916015625,0.001,5.687294006347656,0.07084661722183228,295.0940246582031,mlp,embedding
38,507,3.587172031402588,14.880048751831055,36.131752014160156,0.001,5.68949031829834,0.10626992583274841,295.74285888671875,mlp,embedding
